algorithm,algorithm_version,suite,suite_version,dimension,function_set,n_runs,pairing_design,seed_policy,seed_schedule_path,max_fes,stopping_rule,parameter_file,boundary_handling,evidence_release_id,raw_path,raw_checksum,source_type,environment_id,fp_sentinel,commit_sha,completeness,comparability_status,notes,function_set_hash
egsk,repo@c35c26de742d,cec2017,CEC2017 python-backend (benchmarks/cec_suite_python),50,F1 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22 F23 F24 F25 F26 F27 F28 F29 F30,51,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2017/egsk/seed_schedule.csv,500000,max_evaluations,benchmarks/cec_reference_results/cec2017/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2017/egsk/egsk_cec2017_D50.csv,sha256:9043a134e778de6a124fbdc1e258e33a9fa55ab8a672d5286d543f0aeddd697c,local-python-runner(per environment.json),sha256:b7a2e6361a67,8bda40d80d1671fe6571a56195b1d0679208c20f8cb2ae14c24b56f469c15bdb,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:29funcs x51runs=1479rows,pending-task8(A-D classification),F2 excluded per protocol; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,ecf17d4fd0af2da6
egsk,repo@c35c26de742d,cec2017,CEC2017 python-backend (benchmarks/cec_suite_python),100,F1 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22 F23 F24 F25 F26 F27 F28 F29 F30,51,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2017/egsk/seed_schedule.csv,1000000,max_evaluations,benchmarks/cec_reference_results/cec2017/egsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2017/egsk/egsk_cec2017_D100.csv,sha256:a2224144a52fd5914621f5dd3c66c88437bfe3ea69713eeec3f203c0210f39b3,local-python-runner(per environment.json),sha256:b7a2e6361a67,8bda40d80d1671fe6571a56195b1d0679208c20f8cb2ae14c24b56f469c15bdb,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:29funcs x51runs=1479rows,pending-task8(A-D classification),F2 excluded per protocol; egsk solver provenance (fmincon vs SciPy) = Phase 2 task 8,ecf17d4fd0af2da6
dt-gsk,repo@c35c26de742d,cec2017,CEC2017 python-backend (benchmarks/cec_suite_python),10,F1 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22 F23 F24 F25 F26 F27 F28 F29 F30,51,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2017/dt-gsk/seed_schedule.csv,100000,max_evaluations,benchmarks/cec_reference_results/cec2017/dt-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2017/dt-gsk/dt-gsk_cec2017_D10.csv,sha256:8e40f4cea41c89411c35fc6276be0d6eaabee874e3e41672fb9bdd6786bcb245,local-python-runner(per environment.json),sha256:d9b5089939b4,8bda40d80d1671fe6571a56195b1d0679208c20f8cb2ae14c24b56f469c15bdb,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:29funcs x51runs=1479rows,pending-task8(A-D classification),F2 excluded per protocol,ecf17d4fd0af2da6
dt-gsk,repo@c35c26de742d,cec2017,CEC2017 python-backend (benchmarks/cec_suite_python),30,F1 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22 F23 F24 F25 F26 F27 F28 F29 F30,51,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2017/dt-gsk/seed_schedule.csv,300000,max_evaluations,benchmarks/cec_reference_results/cec2017/dt-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2017/dt-gsk/dt-gsk_cec2017_D30.csv,sha256:169af5c41754a5a495a936e6145e83e8151bb20f53f6aec99a9cf6d1383b442a,local-python-runner(per environment.json),sha256:d9b5089939b4,8bda40d80d1671fe6571a56195b1d0679208c20f8cb2ae14c24b56f469c15bdb,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:29funcs x51runs=1479rows,pending-task8(A-D classification),F2 excluded per protocol,ecf17d4fd0af2da6
dt-gsk,repo@c35c26de742d,cec2017,CEC2017 python-backend (benchmarks/cec_suite_python),50,F1 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22 F23 F24 F25 F26 F27 F28 F29 F30,51,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2017/dt-gsk/seed_schedule.csv,500000,max_evaluations,benchmarks/cec_reference_results/cec2017/dt-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2017/dt-gsk/dt-gsk_cec2017_D50.csv,sha256:ffa86c92d6a943102d791d9ffb279d8ff38aaacda70b39302bdec086f6ef828e,local-python-runner(per environment.json),sha256:d9b5089939b4,8bda40d80d1671fe6571a56195b1d0679208c20f8cb2ae14c24b56f469c15bdb,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:29funcs x51runs=1479rows,pending-task8(A-D classification),F2 excluded per protocol,ecf17d4fd0af2da6
dt-gsk,repo@c35c26de742d,cec2017,CEC2017 python-backend (benchmarks/cec_suite_python),100,F1 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22 F23 F24 F25 F26 F27 F28 F29 F30,51,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2017/dt-gsk/seed_schedule.csv,1000000,max_evaluations,benchmarks/cec_reference_results/cec2017/dt-gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2017/dt-gsk/dt-gsk_cec2017_D100.csv,sha256:d8028f130018b9a8dac4b96e6c1eec67861ba1275339cd0e2bc18603ea3d52cd,local-python-runner(per environment.json),sha256:d9b5089939b4,8bda40d80d1671fe6571a56195b1d0679208c20f8cb2ae14c24b56f469c15bdb,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:29funcs x51runs=1479rows,pending-task8(A-D classification),F2 excluded per protocol,ecf17d4fd0af2da6
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),1,F3 F4,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D1.csv,sha256:b3ca08a55df1b624185c6b983cea3a0c9d0575aa5d7991ae65c73268bdf68ca0,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D1)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,5cc3ec012284b76c
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),6,F1 F13,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D6.csv,sha256:ad3a087f67adbca1ba7031b5198c8af38bb243f79e9e0fa76d26fb9a3af2a138,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D6)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,30af9585eca8901c
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),7,F8,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D7.csv,sha256:1f8086e84da4050b1242bea8b737df8d96f741ec54cd958a25f1785691a7adb4,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D7)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,2c624232cdd22177
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),12,F10,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D12.csv,sha256:6e8d06d37b560bb8ce19783d5c25d2988886738d07ae86400b003f9740540770,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D12)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4a44dc15364204a8
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),13,F14,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D13.csv,sha256:c761d7779f2d5dd5d0e2b68546bc4be08a790d6ac9b9ee43a6e85dc26dee93f6,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D13)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8527a891e2241369
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),15,F15,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D15.csv,sha256:96173f622311e7cbf52137bce66ac79bee223a63ffbb81f58041f79fc68003bc,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D15)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,e629fa6598d73276
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),20,F7,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D20.csv,sha256:55c2e4de346b0276143040a84b98f778624a3a724afad168ca1d8fac3a73fba9,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D20)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,7902699be42c8a8e
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),22,F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D22.csv,sha256:8a4bd5860384b09b0f1690324db15ab2e51f4d4aedd56fba75a4d064ee5d2297,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D22)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,785f3ec7eb32f30b
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),26,F21,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D26.csv,sha256:2ba2a2812252acd8705b5aa4234ebd29a39dda073d63090b9538b1c8b3e87c88,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D26)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6f4b6612125fb3a0
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),30,F2 F5 F6,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D30.csv,sha256:8cb013127355119fbacc6fbc69815711615be37e3e6c778109eac6b46140aac4,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D30)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,8b0c13a8001ea720
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),40,F16,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D40.csv,sha256:d6fc6a105c1e5488ba42ec1cd5a769531053d17d029197b873d587982992d0ad,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D40)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,b17ef6d19c7a5b1e
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),96,F18 F19 F20,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D96.csv,sha256:700a1a6c13ee59001452d48a0812e2bcd1d02ecdb327942119e03a9028b579d6,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:3problems(D96)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,ec33daf5c3c3999f
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),120,F11,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D120.csv,sha256:bfc04c1c3c605fdf68ec83d70ff857378302d84ae1305c7d9acb721cccd2cee2,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D120)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4fc82b26aecb47d2
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),126,F9,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D126.csv,sha256:b6a9cca4c17d764831ed8eb8eb65f1ef4d275073298a1ddb76ca8f5eafa63f19,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D126)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,19581e27de7ced00
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),140,F17,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D140.csv,sha256:39defc5b0aa294ad19e6d89dda3f3b3ee921479dc4619ee91bdca9d608efbef1,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D140)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4523540f1504cd17
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),240,F12,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011_D240.csv,sha256:5633a2070fdf3260b29bac107ec63685da6cae4f221ec6f01d53291f80eb7fb2,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D240)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,6b51d431df5d7f14
gsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),native(all),F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 F13 F14 F15 F16 F17 F18 F19 F20 F21 F22,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/gsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/gsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/gsk/gsk_cec2011.csv,sha256:fb8671ea3abba6b61c6c4b05bf5b80581ec075c7aa6a88ee9151646eb631725a,local-python-runner(per environment.json),sha256:45ef776f5f31,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,rollup:22problems x25runs=550rows,pending-task8(A-D classification),suite rollup summary across all native dims,3deaedaf2fa9d19b
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),1,F3 F4,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D1.csv,sha256:0e1f1048ad8a9aada46c9c2af0935031037fb59ccebf2a54ecf1cb523738e710,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D1)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,5cc3ec012284b76c
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),6,F1 F13,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D6.csv,sha256:80042a8c0a114c8a39cbcac13dceb8f1a88cca746fa112c46e9f923b4ca820ae,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:2problems(D6)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,30af9585eca8901c
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),7,F8,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D7.csv,sha256:1f8086e84da4050b1242bea8b737df8d96f741ec54cd958a25f1785691a7adb4,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D7)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,2c624232cdd22177
agsk,repo@c35c26de742d,cec2011,CEC2011 python-backend (benchmarks/cec_suite_python),12,F10,25,"paired: unified optimizer-independent seed schedule keyed (dim,func,run); shared runner-generated X0",unified,benchmarks/cec_reference_results/cec2011/agsk/seed_schedule.csv,150000,max_evaluations,benchmarks/cec_reference_results/cec2011/agsk/run_config.json,unrecorded-in-cell-metadata (frozen optimizer code; Phase 2 task 7 audit),PENDING-RELEASE-ID(phase2-evidence_release_manifest),benchmarks/cec_reference_results/cec2011/agsk/agsk_cec2011_D12.csv,sha256:d5bc088a246648dc7060f625f0eb5ca8080cbbaa16b63afaba9fc2111a97ace5,local-python-runner(per environment.json),sha256:7abc88861971,10fef05901ee77631e8f6bbaf838b9836db88bf2669f2cbbcafb00fd82e41822,c35c26de742d8417184aab9ec533f4e3bcb5f091,complete:1problems(D12)x25runs,pending-task8(A-D classification),native-dimension cell; error column NaN by design (no published optimum); best_fitness authoritative,4a44dc15364204a8
