file,in_build,start_line,section,scientific_paragraph,claim_ids_anchored,bind_tokens,numbers_found,non_protocol_numbers,binding_status,excerpt
sections/performance.tex,yes,808,Results on the CEC2020 Pre-Registered Confirmatory Suite,yes,RS-12,RS-12 (SAP addendum Sec. 9 [AGSK first] variant verbatim; slot = fourth per Amendment 2 A2.3; factual clause corrected per Amendment 3 A3.2); friedman_ranks_cec2020_overall.csv (dt-gsk ordinal 4); AN-RANKAGG-2020-OVERALL (friedman_ranks_cec2020_overall.csv); AN-OMNI-2020-D5/D10/D15/D20 (friedman_ranks_cec2020_5.csv; friedman_ranks_cec2020_10.csv; friedman_ranks_cec2020_15.csv; friedman_ranks_cec2020_20.csv),20; 5; 8; 4.11; 2.09; 2.31; 3.09; 6.1; 10; 4.25; 5; 4.10; 10; 3.50; 15; 4.60; 20; 10; 15; 20; 1.90; 2.10; 1.60; 5; 2.38,20; 4.11; 2.09; 2.31; 3.09; 6.1; 4.25; 4.10; 3.50; 15; 4.60; 20; 15; 20; 1.90; 2.10; 1.60; 2.38,BOUND,On AGSK's strongest suite --- the CEC2020 competition in which it was the runner-up~\cite{apgsk2021} --- \dtgsk{} places
sections/performance.tex,yes,831,Results on the CEC2020 Pre-Registered Confirmatory Suite,yes,RS-12,AN-OMNI-2020-D5/D10/D15/D20 + AN-RANKAGG-2020-OVERALL; AN-PW-2020-D5..D20 (wilcoxon_holm_cec2020_5.csv; wilcoxon_holm_cec2020_10.csv; wilcoxon_holm_cec2020_15.csv; wilcoxon_holm_cec2020_20.csv); SAP addendum Section 3 (directional expectation); Amendment 2 A2.3 (binding wording constraints); SAP addendum Section 10 (conflict-adjacency disclosure; factual clause corrected per Amendment 3 A3.2); RS-12,30; 10; 5; 8; 10; 5; 8; 10; 5; 10; 15; 20; 2.750; 1.900; 2.100; 1.600; 2.0875; 2.750; 2.200; 2.300; 2.000; 2.3125; 2.375; 3.000; 3.500; 3.500; 3.0938; 4.250; 4.100; 3.500; 4.600; 4.1125; 4.875; 5.400; 5.500; 6.000; 5.4437; 5.625; 6.200; 5.500; 4.500; 5.4562; 5.375; 5.200; 5.600; 5.800; 5.4938; 8; 10; 10; 10; 2; 23.22; 40.24; 37.66; 42.52; 6.1; 1.8; 4.3; 7.2; 7.0; 1.0; 1.0; 1.0; 15; 20; 20; 5; 10; 20,15; 20; 2.750; 1.900; 2.100; 1.600; 2.0875; 2.750; 2.200; 2.300; 2.000; 2.3125; 2.375; 3.000; 3.500; 3.500; 3.0938; 4.250; 4.100; 3.500; 4.600; 4.1125; 4.875; 5.400; 5.500; 6.000; 5.4437; 5.625; 6.200; 5.500; 4.500; 5.4562; 5.375; 5.200; 5.600; 5.800; 5.4938; 23.22; 40.24; 37.66; 42.52; 6.1; 1.8; 4.3; 7.2; 7.0; 1.0; 1.0; 1.0; 15; 20; 20; 20,BOUND,\begin{table}[H] \caption{CEC2020 final panel results: tie-corrected Friedman mean ranks per dimension (lower is better;
sections/performance.tex,yes,893,Results on the CEC2013LSGO Large-Scale Suite,yes,LM-06; RS-13,FINAL_PUBLICATION_PLAN.md 0.4 sentence (a); adopted verbatim; LM-06; RS-13; SAP addendum Section 6 (prior-inspection disclosure); Amendment 1 A1.3,,,BOUND,The CEC2013LSGO analysis in this paper is family-internal: it ranks the seven GSK-family variants against one another un
sections/performance.tex,yes,910,Results on the CEC2013LSGO Large-Scale Suite,yes,,AN-OMNI-LSGO-NATIVE (friedman_ranks_cec2013lsgo_native.csv; nemenyi_cd_cec2013lsgo_native.csv); registered claim ceiling (SAP addendum Section 9),3.13; 15; 5.47; 2.33,3.13; 15; 5.47; 2.33,BOUND,"Descriptively, \dtgsk{} and \agsk{} share the best family mean rank (tied-first, 3.13 each, over the 15 function blocks)"
sections/performance.tex,yes,917,Results on the CEC2013LSGO Large-Scale Suite,yes,,AN-OMNI-LSGO-NATIVE + AN-PW-LSGO-NATIVE; AN-PW-LSGO-NATIVE (wilcoxon_holm_cec2013lsgo_native.csv; agsk row); Amendment 1 A1.3 (binding wording consequence); AN-PWRUN-LSGO-NATIVE (wilcoxon_run_cec2013lsgo_native.csv: F4/F8 win vs all six comparators; F7/F15 loss vs all six); AN-EFF-LSGO-NATIVE (effect_sizes_cec2013lsgo_native.csv; atmals-gsk rows; mean of the 15 cliffs_delta cells = -0.002453); production_deviation_record.md D-8.4,15; 25; 10; 2; 15.31; 0.014; 2.33; 7; 15; 3.133; 1; 3.133; 1; 9; 0.8469; 1.0000; 3.533; 3; 8; 0.1688; 0.5065; 3.867; 4; 8; 0.7615; 1.0000; 3.933; 5; 11; 0.0833; 0.3330; 4.933; 6; 11; 0.0554; 0.2875; 5.467; 7; 11; 0.0479; 0.2875; 0.847; 1.0; 15; 905; 1000,15; 25; 15.31; 0.014; 2.33; 15; 3.133; 3.133; 0.8469; 1.0000; 3.533; 0.1688; 0.5065; 3.867; 0.7615; 1.0000; 3.933; 0.0833; 0.3330; 4.933; 0.0554; 0.2875; 5.467; 0.0479; 0.2875; 0.847; 1.0; 15; 905; 1000,BOUND,\begin{table}[H] \caption{CEC2013LSGO final family panel: tie-corrected Friedman mean ranks over the 15 function blocks 
sections/performance.tex,yes,978,Convergence Analysis,yes,,AN-CONV-2017-D30/D100 (curve_selection_cec2017_D30.csv; curve_selection_cec2017_D100.csv); captions_registry conventions (aggregation; display floor),30; 100; 51; 10; 30,,BOUND,Figures~\ref{fig:conv-cec2017-d30} and~\ref{fig:conv-cec2017-d100} show family-overlay convergence curves on CEC2017 at 
sections/performance.tex,yes,1000,Convergence Analysis,yes,LM-02,AN-DESC-2017-D30 (descriptive_stats_cec2017_D30.csv; F26 rows); LM-02 (claims matrix; gating stated as design fact); AN-DESC-2017-D100 (descriptive_stats_cec2017_D100.csv; F26 rows),30; 1.16; 10; 3; 1.32; 10; 3; 9.85; 10; 2; 2.00; 3.00; 10; 2; 7.5; 10; 1; 2.7; 10; 2; 100; 4.09; 10; 3; 5.55; 10; 3; 1.03; 10; 4; 1.10; 10; 4; 1.22; 10; 4; 3.69; 10; 3; 3.05; 10; 3,1.16; 1.32; 9.85; 2.00; 3.00; 7.5; 2.7; 4.09; 5.55; 1.03; 1.10; 1.22; 3.69; 3.05,BOUND,"The unfavorable case is discussed rather than skipped. On F26 at $D = 30$, \dtgsk{}'s final mean error ($1.16 \times 10^"
sections/performance.tex,yes,1024,Convergence Analysis,yes,,FIG-CONV-MAIN-D30 (captions_registry),30; 7; 51; 10; 30; 2; 30,,BOUND,\begin{figure}[H] \centering \includegraphics[width=0.92\textwidth]{figures/convergence/main_cec2017_D30.pdf} \caption{F
sections/performance.tex,yes,1043,Convergence Analysis,yes,,FIG-CONV-MAIN-D100 (captions_registry),100; 51; 7; 10,,BOUND,\begin{figure}[H] \centering \includegraphics[width=0.92\textwidth]{figures/convergence/main_cec2017_D100.pdf} \caption{
sections/performance.tex,yes,1060,Runtime and Complexity in Practice,yes,LM-04,AN-COST-2017 (cost_cec2017.csv; dt-gsk cec2017 rows); LM-04,"1,479; 29; 51; 51","1,479",BOUND,"Table~\ref{tab:runtime} reports \dtgsk{}'s measured per-run wall-clock time on CEC2017 (mean $\pm$ SD over the 1{,}479 r"
sections/performance.tex,yes,1069,Runtime and Complexity in Practice,yes,MT-08,MT-08 (no extra objective evaluations; compute cost cited); AN-COST-2017 (cost_cec2017.csv dt-gsk cec2017/cec2013/cec2011 rows),4.93; 10; 41.59; 100; 57.3; 50; 36.3; 100; 30.3; 50; 4.45; 10; 30; 50; 80.64,4.93; 41.59; 57.3; 36.3; 30.3; 4.45; 80.64,BOUND,"\dtgsk{}'s per-run time scales with dimension, from 4.93~s at $D = 10$ to 41.59~s at $D = 100$ --- the bookkeeping cost "
sections/performance.tex,yes,1093,Runtime and Complexity in Practice,yes,,AN-COST-2017 (cost_cec2017.csv; dt-gsk cec2017 rows; 2-dp display),"1,479; 29; 51; 51; 10; 4.93; 0.83; 30; 13.04; 2.69; 50; 23.30; 5.23; 100; 41.59; 13.95","1,479; 4.93; 0.83; 13.04; 2.69; 23.30; 5.23; 41.59; 13.95",BOUND,"\begin{table}[H] \caption{Measured per-run wall-clock time of \dtgsk{} on CEC2017 (seconds; mean $\pm$ SD over 1{,}479 r"
sections/performance.tex,yes,1123,Discussion,yes,,SAP addendum Sections 0 and 6; Amendment 1 A1.2 (commit-level outcome-blindness fact only),100; 100,,BOUND,"\paragraph{Alternative explanations for the standing.} Three deserve explicit statement. First, the strongest measured c"
sections/performance.tex,yes,1148,Discussion,yes,IN-02,AN-CLASS-2017 (class_ranks_cec2017.csv); IN-02 permitted wording (consistent-with framing; causality deferred),30; 30; 10; 3.70; 30; 50,3.70,BOUND,\paragraph{By function class.} The class-wise reading of Section~\ref{sec:exp:cec2017:desc} is that \dtgsk{}'s standing 
sections/performance.tex,yes,1169,Discussion,yes,IN-01; IN-02; LM-02,IN-01 (AN-TREND-2017; blocked wording: no monotone claim); IN-02 NARROWED (X-ABL-02 T-1: intended-role clause removed; per-component attribution deferred as a RESULT-FREE pointer -- no ablation finding stated in main text per SS10.9; D>=50 co-gating disclosed); LM-02 (claims matrix),2.88; 2.50; 2.21; 2.34; 10; 50; 100; 30; 100; 50; 50; 50; 50; 30; 30; 10,2.88; 2.50; 2.21; 2.34,BOUND,"\paragraph{By dimension.} The rank-versus-dimension trend (2.88, 2.50, 2.21, 2.34; plotted in the Supplementary Material"
sections/performance.tex,yes,1199,Discussion,yes,BG-05; IN-03; LM-01; LM-03,TAB-T15; negative_findings.md items 3; 4; AN-PW-2011-NATIVE; IN-03 NARROWED; AN-RANKAGG-2013-OVERALL; AN-OMNI-2013-D30; AN-PW-2020-D5..D20 (wilcoxon_holm_cec2020_5.csv; wilcoxon_holm_cec2020_10.csv; wilcoxon_holm_cec2020_15.csv; wilcoxon_holm_cec2020_20.csv); AN-PW-LSGO-NATIVE (wilcoxon_holm_cec2013lsgo_native.csv); AN-PWRUN-LSGO-NATIVE (wilcoxon_run_cec2013lsgo_native.csv); AN-RANKAGG-2017-OVERALL (friedman_ranks_cec2017_overall.csv); AN-RANKAGG-2013-OVERALL (friedman_ranks_cec2013_overall.csv); AN-OMNI-2011-NATIVE (friedman_ranks_cec2011.csv); AN-RANKAGG-2020-OVERALL (friedman_ranks_cec2020_overall.csv); AN-OMNI-LSGO-NATIVE (friedman_ranks_cec2013lsgo_native.csv); SAP addendum Sections 8-9 (headline template; pooling prohibition); LM-01; AN-ROB-2017-01; AN-ROB-2017-04; BG-05; LM-03 (claims matrix),24; 17; 7; 30; 11; 13; 12; 4.2; 10; 2.80; 30; 3.38; 2.48; 2.80; 3.13; 3.36; 4.11; 30,24; 17; 4.2; 2.80; 3.38; 2.48; 2.80; 3.13; 3.36; 4.11,BOUND,"\paragraph{By aggregate counts.} Across the 24 Holm-corrected CEC2017 cells, \dtgsk{} records 17 significant wins, 7 wit"
sections/proposed_algorithm.tex,yes,17,Proposed \dtgsk{,yes,,phase_03/contribution_matrix.md (novelty statement),,,BOUND,\dtgsk{} retains the junior and senior gaining-sharing \emph{vector-update equations} of GSK verbatim (Eqs.~(\ref{eq:jun
sections/proposed_algorithm.tex,yes,37,Notation and Base-GSK Recap,no,,,,,NO_NUMBERS,"Table~\ref{tab:notation} collects the core problem, population, and base-GSK symbols; the subsystem symbols are introduc"
sections/proposed_algorithm.tex,yes,44,Notation and Base-GSK Recap,no,,,,,NO_NUMBERS,\input{build_prompt_phases/phase_03/notation_table.tex}
sections/proposed_algorithm.tex,yes,51,Notation and Base-GSK Recap,yes,,phase_03/parameter_table.md (core GSK operator),1; 10; 1,,BOUND,"We consider bound-constrained minimization of $f:\mathbb{R}^D\to\mathbb{R}$ over the box $\prod_{j=1}^{D}[\ell_j,u_j]$, "
sections/proposed_algorithm.tex,yes,82,Notation and Base-GSK Recap,yes,,,,,NO_NUMBERS,"These four elements --- the junior/senior operator with its index rules, the junior-dimension schedule, the midpoint bou"
sections/proposed_algorithm.tex,yes,104,Notation and Base-GSK Recap,no,,,,,NO_NUMBERS,\input{build_prompt_phases/phase_03/equations.tex}
sections/proposed_algorithm.tex,yes,112,Architecture Overview and Execution Order,no,,,,,NO_NUMBERS,"\dtgsk{} ships as a single frozen configuration, which resolves every setting from the problem dimension and is hash-fro"
sections/proposed_algorithm.tex,yes,125,Architecture Overview and Execution Order,yes,,,13; 3; 1; 2; 3; 10; 50; 4; 50; 5; 6; 7; 100; 8; 50,,PROTOCOL_OR_STRUCTURAL,\begin{table}[t] \caption{Architecture of \dtgsk{}: the eight subsystems composed around the unchanged GSK vector-update
sections/proposed_algorithm.tex,yes,155,Architecture Overview and Execution Order,yes,,,100; 100; 500; 100; 100,500,UNBOUND_NUMBER,One configuration asymmetry follows from running each algorithm at its own reference configuration rather than at a comm
sections/proposed_algorithm.tex,yes,169,Architecture Overview and Execution Order,no,,,,,NO_NUMBERS,\input{build_prompt_phases/phase_03/algorithm_pseudocode.tex}
sections/proposed_algorithm.tex,yes,172,Architecture Overview and Execution Order,yes,,,,,NO_NUMBERS,\begin{figure}[tbp] \centering \includegraphics[width=0.62\textwidth]{figures/concept/fig_gsk_flowchart.pdf} \caption{Fl
sections/proposed_algorithm.tex,yes,189,Architecture Overview and Execution Order,yes,,,,,NO_NUMBERS,\begin{figure}[p] \centering \includegraphics[height=0.86\textheight]{figures/concept/fig_dtgsk_flowchart.pdf} \caption{
sections/proposed_algorithm.tex,yes,205,Architecture Overview and Execution Order,yes,,phase_03/algorithm_pseudocode.md (frozen loop order); N-014 (clauses relocated from the Algorithm 1 caption); phase_03/algorithm_pseudocode.md (dimension-gating note) + phase_03/parameter_table.md,,,BOUND,"Within one generation the subsystems execute in the fixed order below, which Algorithm~\ref{alg:dt-gsk} lists and Figure"
sections/proposed_algorithm.tex,yes,246,Architecture Overview and Execution Order,yes,,ART-PARAMS (tier boundaries and per-tier gates; hash-frozen in,20; 20; 49; 50; 99; 10; 30; 50; 100; 20; 5; 20; 20; 49; 50; 99; 100; 0.05; 0.15; 20; 49; 0.10; 50; 12; 25; 50; 20; 20; 100; 5; 10; 0.70; 0.40; 0.70; 0.70; 50; 0.95; 0.35; 0.10; 0.30; 0.10; 4; 2; 4; 2; 0.96; 0.25,20; 20; 49; 99; 20; 20; 20; 49; 99; 0.15; 20; 49; 0.10; 25; 20; 20; 0.70; 0.40; 0.70; 0.70; 0.95; 0.35; 0.10; 0.30; 0.10; 0.96; 0.25,BOUND,"\begin{table}[t] \caption{Subsystem activation across the frozen configuration's four dimension tiers ($D<20$, $20$--$49"
sections/proposed_algorithm.tex,yes,283,Dimension-Tiered Adaptive Scaffold (Contribution C2),yes,,,10; 100,,PROTOCOL_OR_STRUCTURAL,The scaffold answers a control and budget problem: a single frozen configuration must remain usable from $D=10$ to $D=10
sections/proposed_algorithm.tex,yes,308,Dimension-Tiered Adaptive Scaffold (Contribution C2),no,,,,,NO_NUMBERS,\input{build_prompt_phases/phase_03/notation_table_scaffold.tex}
sections/proposed_algorithm.tex,yes,315,ACE: Bandit Control of the Operator Pool,yes,,phase_03/parameter_table.md (ACE arm pool); phase_03/parameter_table.md (ACE learning rate; floor); phase_03/parameter_table.md (ACE memory mode; DE arm); phase_03/complexity_analysis.md (ACE row),3; 0.5; 0.9; 10; 0.10; 0.05; 0; 20; 100; 5; 6,0.5; 0.9; 0.10; 0; 20,BOUND,"A fixed $(KF, KR, K_{\exp})$ triple that suits one landscape or one dimension tier is brittle on another. AGSK adapts $K"
sections/proposed_algorithm.tex,yes,352,ARGP: Acceptance-Rate Gated Pruning,yes,,phase_03/parameter_table.md (ARGP window/threshold/warmup); phase_03/complexity_analysis.md (ARGP row),0.15; 30; 0.02; 0.010; 0.05,0.15; 0.02; 0.010,BOUND,The probability floor that keeps ACE exploring also forces draws of arms that have stopped producing accepted moves. ARG
sections/proposed_algorithm.tex,yes,368,NLPSR: Tier-Floored Population-Size Reduction,yes,,phase_03/parameter_table.md (NLPSR tier floor) + phase_03/contribution_matrix.md row 5,1; 25; 12; 50,25,BOUND,NLPSR is explicitly not claimed as new. It keeps the concave $x^{(1-x)}$ reduction shape of APGSK's NLPSR schedule~\cite
sections/proposed_algorithm.tex,yes,381,NLPSR: Tier-Floored Population-Size Reduction,yes,,analytic evaluation of phase_03/equation_registry.csv E5/E2 with,50; 250; 25; 10; 0.00; 250; 50; 0.10; 222; 18; 0.25; 170; 3; 0.25; 0.50; 91; 1; 0.75; 41; 1; 0.90; 27; 1; 0.9; 1.00; 25; 0; 0.96,250; 25; 0.00; 250; 0.10; 222; 18; 0.25; 170; 0.25; 0.50; 91; 0.75; 41; 0.90; 27; 0.9; 1.00; 25; 0; 0.96,BOUND,\begin{table}[H] \caption{Worked numeric example at $D=50$: the tier-resolved NLPSR schedule $NP(x)$ of Eq.~(\ref{eq:nlp
sections/proposed_algorithm.tex,yes,415,BSE and the Diversity Archive: Budget-Safe Escape,yes,MT-06,phase_03/parameter_table.md (BSE block); claim MT-06; phase_03/parameter_table.md (archive size/distance); phase_03/parameter_table.md (max restarts) + phase_03/contribution_matrix.md row 9; phase_03/complexity_analysis.md (BSE row),50; 10; 10; 0.10; 0.35; 20; 0.05; 0.05; 200; 1.5; 4; 20; 50; 100; 2,0.10; 0.35; 20; 200; 1.5; 20,BOUND,"Greedy selection over a shrinking population can stagnate: no accepted moves, collapsing diversity, and a flat improveme"
sections/proposed_algorithm.tex,yes,450,Deep-Stall Restart with the Global-Best Invariant,yes,,phase_03/parameter_table.md (deep-stall row); phase_03/parameter_table.md (deep-stall min-budget),"0.25; 0.15; 0.9; 20,000","0.25; 0.15; 0.9; 20,000",BOUND,BSE perturbs within the current basin; a search that is deeply stuck needs more. The deep-stall full restart (multi-star
sections/proposed_algorithm.tex,yes,472,Interaction-Structure Memory and Linkage-Aware Exploitation (Supporting Mechanism),no,,,,,NO_NUMBERS,\input{build_prompt_phases/phase_03/notation_table_ism.tex}
sections/proposed_algorithm.tex,yes,477,Interaction-Structure Memory and Linkage-Aware Exploitation (Supporting Mechanism),yes,,phase_04/novelty_scope.md Section 1 (card-bounded costs),,,BOUND,"As established in Section~\ref{sec:related}, no cited GSK-family variant learns or exploits the interaction structure of"
sections/proposed_algorithm.tex,yes,493,Interaction-Structure Memory and Linkage-Aware Exploitation (Supporting Mechanism),yes,MT-08; MT-09,phase_03/parameter_table.md (SGSM block); phase_03/parameter_table.md (refresh period / warmup); MT-08; MT-09 (accepted-move memory; polish on its eigenbasis); phase_04/novelty_scope.md (co-movement over indices; not recovered linkage); phase_03/complexity_analysis.md (SGSM row),1.0; 0.95; 0.35; 0.12; 5; 10; 20; 0.10; 0.25; 50; 2; 2; 2; 2,1.0; 0.95; 0.35; 0.12; 20; 0.10; 0.25,BOUND,"The interaction-structure memory accumulates this evidence in a decaying $D\times D$ interaction graph, updated only fro"
sections/proposed_algorithm.tex,yes,539,Interaction-Structure Memory and Linkage-Aware Exploitation (Supporting Mechanism),yes,,"phase_03/parameter_table.md (linkage block); phase_03/parameter_table.md (block size by tier) + phase_03/contribution_matrix.md row 8; phase_03/parameter_table.md (local_search_method=""coordinate"" is the shipped default; interaction_ls_dim_cap bounds the disabled subspace variant)",70; 40; 20; 49; 20; 50; 10; 50; 5; 0.5; 10; 5; 50; 20; 100; 20,40; 20; 49; 20; 0.5; 20; 20,BOUND,The learned structure is exploited through two active channels (Table~\ref{tab:sgsm-mechanism}): the linkage-aware block
sections/proposed_algorithm.tex,yes,568,Interaction-Structure Memory and Linkage-Aware Exploitation (Supporting Mechanism),yes,LM-02,phase_03/parameter_table.md (interaction_graph_min_dim=50); claim LM-02,,,BOUND,ISM activates at $D\ge50$ under the frozen configuration; below that tier no $D\times D$ structure is allocated and \dtg
sections/proposed_algorithm.tex,yes,581,Interaction-Structure Memory and Linkage-Aware Exploitation (Supporting Mechanism),yes,,ART-PARAMS; ig_update_from_accepted interaction_graph.py:222-368,0; 10; 0; 0.25; 1; 2; 0.95; 1.0; 3,0; 0; 0.25; 0.95; 1.0,BOUND,\begin{table}[t] \caption{How strictly improving accepted moves become exploitable structure: strictly improving accepta
sections/proposed_algorithm.tex,yes,615,Eigenframe Final Polish (Contribution C1),yes,,,,,NO_NUMBERS,"At the end of a budget-limited run, the incumbent typically sits near a local minimizer that the population operators re"
sections/proposed_algorithm.tex,yes,627,Eigenframe Final Polish (Contribution C1),yes,,phase_03/parameter_table.md (final polish start; SGSM tier); phase_03/evaluation_accounting_report.md Section 4; phase_03/complexity_analysis.md (polish row),0.96; 3,0.96,BOUND,The eigenframe final polish is a one-shot deterministic compass search executed on the eigenbasis $V$ of the ISM signed 
sections/proposed_algorithm.tex,yes,663,Upper-Tier Controllers ($D\ge100$),yes,,phase_03/parameter_table.md (D>=100 controllers); phase_03/complexity_analysis.md (D>=100 controllers row),100; 64,64,BOUND,"At $D\ge100$, the frozen configuration enables a set of protective controllers documented here as method detail under co"
sections/proposed_algorithm.tex,yes,688,"Parameter Configuration, Determinism, and Configuration Lock (Contribution C3)",yes,,production_deviation_record.md D-8.4 (linkage_block_size_by_dim 905/1000 -> 50),905; 1000; 50,905; 1000,BOUND,"Table~\ref{tab:parameters} consolidates \dtgsk{}'s tier-resolved configuration, hash-frozen in the repository's freeze m"
sections/proposed_algorithm.tex,yes,702,"Parameter Configuration, Determinism, and Configuration Lock (Contribution C3)",yes,,,1,,PROTOCOL_OR_STRUCTURAL,\begingroup \let\phviiiTableB\table \let\phviiiEndTableB\endtable \renewenvironment{table}[1][t]{\phviiiTableB[H]}{\phvi
sections/proposed_algorithm.tex,yes,719,"Parameter Configuration, Determinism, and Configuration Lock (Contribution C3)",yes,,papers/governance/comparability_audit.md Sections 1-4 (T-PANEL source),,,BOUND,Table~\ref{tab:panel} records the comparator panel and its configuration provenance. All seven algorithms are run in-rep
sections/proposed_algorithm.tex,yes,729,"Parameter Configuration, Determinism, and Configuration Lock (Contribution C3)",yes,,papers/governance/comparability_audit.md (panel roster; reference,100; 100; 100; 100; 100,,BOUND,\begin{table}[H] \caption{GSK-family panel roster and configuration provenance. All panel results are produced by in-rep
sections/proposed_algorithm.tex,yes,761,"Parameter Configuration, Determinism, and Configuration Lock (Contribution C3)",yes,,generated by papers/scripts/generate_comparator_params.py from the,905; 50; 1000; 50,905; 1000,BOUND,The exact numeric settings behind ``reference-implementation constants'' are reproduced in Table~\ref{tab:comparator-par
sections/proposed_algorithm.tex,yes,788,"Parameter Configuration, Determinism, and Configuration Lock (Contribution C3)",yes,,phase_03/notation_table.md (RNG block),13; 0,0,BOUND,"Determinism is contribution C3's core. A 13-substream, append-only, prefix-locked counter-based random-number layer chil"
sections/proposed_algorithm.tex,yes,814,Complexity and Evaluation Accounting,yes,,phase_03/complexity_analysis.md (per-generation table); phase_03/complexity_analysis.md (dimension-gated table); phase_03/complexity_analysis.md (whole-run model); phase_03/complexity_analysis.md (memory paragraph),2; 2; 2; 2; 50; 99; 3; 50; 2; 3; 20; 20; 50; 2; 100; 2; 2; 100; 200; 2; 2; 3,99; 20; 20; 200,BOUND,"\paragraph{Computational cost.} Per generation, the scaffold costs what the base algorithm costs: trial construction, ma"
sections/proposed_algorithm.tex,yes,854,Complexity and Evaluation Accounting,yes,MT-11; PR-06,phase_03/evaluation_accounting_report.md Sections 1-2; SAP addendum Section 2 (CEC2020/CEC2013LSGO budgets); phase_03/evaluation_accounting_report.md Section 3; claim MT-11; phase_03/contribution_matrix.md row 16; claim PR-06,"10; 4; 150,000; 5; 4; 10; 6; 3; 6; 10; 7; 5; 10; 15; 20; 3; 6","150,000; 15; 20",BOUND,\paragraph{Evaluation accounting.} Every objective evaluation flows through a single budget controller holding the evalu
sections/related_work.tex,yes,16,Related Work,no,,,,,NO_NUMBERS,Adaptation within the GSK family has been almost entirely scalar: each published variant adapts \emph{how strongly} to m
sections/related_work.tex,yes,32,The GSK Family: From Fixed Parameters to Adaptive Configuration,yes,,EC:mohamed2020gaining (BG-01); EC:mohamed2020gaining; EC:mohamed2020gaining (Table 6 setting; limitation noted by AGSK/APGSK/ATMALS-GSK cards),22; 0.5; 0.9; 10,0.5; 0.9,BOUND,The gaining-sharing knowledge algorithm (GSK) is a human-inspired metaheuristic whose junior and senior knowledge-transf
sections/related_work.tex,yes,48,The GSK Family: From Fixed Parameters to Adaptive Configuration,yes,,EC:mohamed2020agsk (four-pair pool); EC:mohamed2020agsk (CEC2020; D<=20); EC:apgsk2021 (mechanism list); EC:apgsk2021 (Table 17 no-significance),20; 20,20; 20,BOUND,"The descendants attack that weakness at three levels: parameter adaptation, donor policy, and composite designs that add"
sections/related_work.tex,yes,71,The GSK Family: From Fixed Parameters to Adaptive Configuration,yes,,EC:fdbagsk2023 (Case-1 mechanism + diagnosis); EC:fdbagsk2023 (1000xD budget; dims; comparator scope),1000; 30; 50; 100; 10,1000,BOUND,\fdbagsk{} redesigned \agsk{}'s donor policy instead of its parameters: the senior-phase guide is replaced by fitness--d
sections/related_work.tex,yes,82,The GSK Family: From Fixed Parameters to Adaptive Configuration,yes,,EC:alfadli2025atmals (mechanism; five parameters); EC:alfadli2025atmals (Table 18 ordering as measured there; p. 61 overhead admission); EC:jawad2024egsk (three mechanisms; 75% triggers); EC:jawad2024egsk (Tables 8-9),10; 75; 30; 50; 100; 10,,BOUND,"The two composite variants add memory and local refinement. \atmals{} auto-tunes five control parameters ($K$, $KF$, $KR"
sections/related_work.tex,yes,110,The GSK Family: From Fixed Parameters to Adaptive Configuration,yes,BG-03,EC:nomer2021gskrl (Sec. 5 tallies 14/5/10 and 16/4/9; F26 instability); BG-03 (gap scoped to the GSK-family variants cited in this section; Table 1 is the panel subset),14; 5; 10; 10; 16; 4; 9; 30; 30; 10,14; 16,BOUND,"The wider variant literature groups its own improvements into population, hybrid, strategy, and composite categories~\ci"
sections/related_work.tex,yes,137,The GSK Family: From Fixed Parameters to Adaptive Configuration,yes,,EC:mohamed2020gaining; EC:mohamed2020agsk; EC:apgsk2021; EC:fdbagsk2023; EC:alfadli2025atmals; EC:jawad2024egsk,100; 20; 20; 30; 50; 100; 1000; 10; 100; 10; 75; 75; 100; 10,20; 20; 1000,BOUND,\begin{table}[H] \caption{GSK-family review summary for the six published algorithms of the comparison panel: core mecha
sections/related_work.tex,yes,182,Structure Learning Outside the GSK Family,yes,,EC:omidvar2014dg (novelty_scope.md §1.1); EC:hansen2001cmaes (novelty_scope.md §1.2); EC:guo2015eig (novelty_scope.md §1.3),2; 1000; 2; 3,1000,BOUND,Learning structure from the search itself is well established outside the GSK family. The approaches separate on four ax
sections/related_work.tex,yes,208,Structure Learning Outside the GSK Family,yes,LM-05; RS-13,phase_03/parameter_table.md (lambda=0.95; frozen); phase_03/complexity_analysis.md; LM-05 (revised; CR-0019); RS-13 claim ceiling,0.95; 2; 2; 50; 99; 100; 3; 100; 1000,0.95; 99; 1000,BOUND,The interaction-structure memory occupies a point none of these covers. It updates online from \emph{accepted} moves onl
sections/related_work.tex,yes,230,Structure Learning Outside the GSK Family,yes,,phase_07/captions_registry.md (fig:taxonomy frozen caption),2; 2; 50; 99; 100; 0.95,99; 0.95,BOUND,\begin{table}[H] \caption{Structure-learning taxonomy positioning ISM against differential-grouping and covariance/eigen
sections/related_work.tex,yes,261,Positioning of \dtgsk{,no,,,,,NO_NUMBERS,"Three technical deficiencies, each traceable to the variants reviewed above, define the gap \dtgsk{} addresses. This sub"
sections/related_work.tex,yes,265,Positioning of \dtgsk{,yes,BG-03,BG-03,,,BOUND,"First, \emph{structure blindness}. Every variant in Table~\ref{tab:family-review} adapts scalar control parameters, dono"
sections/related_work.tex,yes,283,Positioning of \dtgsk{,yes,,,,,NO_NUMBERS,"Second, \emph{endgame refinement without determinism or budget safety}. The family's two late-refinement mechanisms are "
