ticket_id,review_stage,reviewer_role,severity,priority,confidence,issue_type,manuscript_location,claim_id_or_artifact_id,concise_issue,exact_evidence_or_observation,root_cause,scientific_or_editorial_justification,impact_on_validity_or_acceptance,required_correction,acceptable_alternatives,additional_evidence_needed,dependencies,expected_improvement,post_revision_verification,status,source_seat_tickets,se_adjudication
SE-026,19 (consolidated),SE,Moderate,P2,CONFIRMED,exhibit,papers/tables/T06.tex:6-12; Table 4 and Table 5; Figure 2; Algorithm 1 steps 12 and 14,T06 / tab:architecture / tab:gating / FIG-FLOW / ALG-1,"A cluster of exhibit-level inaccuracies: integer counts printed to four decimals, an unresolvable row pointer, two tables disagreeing about Eq. (5), a flowchart contradicting the paper's own selection rule, and pseudocode wrapping into the number gutter.","s13 measured and located each: T06.tex:6-12 prints counts as 159.0000 / 13.0000 / 2.0000 under labels 'p value', 'p holm', 'Wins+' while T14.tex on the same page prints the identical quantities as integers; Table 4's pointer '(rows 3, 5; Eq. (9))' resolves to 'Local search', unrelated to selection ties; Table 5 both folds Eq. (5) into 'Inherited GSK core' and gives it its own row, labelling a claimed C2 modification 'inherited'; Figure 2 says 'greedily accept improving trials', contradicting Eq. (9), Algorithm 1 step 15 and Section 3.1 (ties accepted, <=) - which the paper names as its own modification; Algorithm 1 step bodies start at x=108.4 pt but step-12 and step-14 continuations start at x=93.5-93.8 pt against step numbers at x=78.5-88.5 pt.",Exhibits were regenerated at different times against different conventions; no exhibit-level cross-consistency check exists.,"Section 10.17.2 makes a colliding pseudocode listing a Stage-13 ticket even when its content is correct; section 10.11 forbids one exhibit contradicting another; Gate M requires accurate, legible, bound exhibits.","None invalidates a result. Collectively they are the difference between a package that looks camera-ready and one that does not, and the Figure 2 item contradicts a stated contribution.",Fix T06's formatting to match T14; repair the Table 4 pointer; resolve the Eq. (5) duplication in Table 5; correct Figure 2's acceptance wording to match Eq. (9); increase Algorithm 1's hanging indent so no continuation enters the number gutter.,"For Algorithm 1, widen the number gutter instead of the indent.",None.,Figure and table regeneration; do with SE-005 and SE-013.,Clears the remaining Gate M items.,Re-render and re-measure the Algorithm 1 x-positions; assert T06 and T14 use identical formatting for identical quantities; re-read Figure 2 against Eq. (9). | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S13-04; S13-05; S13-06; S13-08; S13-11; S14-019; S13-18,UPHELD as a consolidated exhibit ticket. Individually P3; the Figure 2 acceptance-rule contradiction lifts the group to Moderate because it contradicts a claimed contribution.
SE-027,19 (consolidated),SE,Moderate,P2,CONFIRMED,method,papers/governance/implementation_correspondence.md E8 row; equation_registry.csv E3; proposed_algorithm.tex:71; papers/supplementary.tex:1648-1652; S5.2,R-01 / R-02 residue,"Two of the R-01/R-02 remediations were closed at the rendered layer but left contradicting residue in the registries and prose, and one supplement paragraph attributes the shipped local search to a dormant code path.","s6: implementation_correspondence.md's E8 row still says greedy accept is 'strictly <' where the code uses <=, and Gate 3's register row cites four superseded pre-rename hashes -> R-02 closed incompletely. s13: equation_registry.csv row E3, declared canonical by equations.tex:3, still carries a single s, and proposed_algorithm.tex:71 still prints $s\in\{+1,-1\}$, a symbol no longer in the notation table -> R-01 closed incompletely. s6: supplementary.tex:1648-1652 says the coordinate LS is admitted by the ISM confidence gate kappa=0.45, but that gate lives inside the dormant subspace branch (_dt_core.py:4205-4227 under :4181 _ls_code_gen==0) while the shipped path is the elif at :4495. s6: S5.2's 'cannot drift without failing the gate' is unsupported - validate_profile_lock.py checks YAML keys, not source bytes, and the byte-stability golden cells are D<=30 only.","The R-01/R-02 fixes targeted the rendered equation and the registry rows named in the ticket, not every dependent surface.","Section 10.6 requires the correction be applied consistently in the equation, the pseudocode, the prose and the parameter table.",No equation is wrong - s6 recomputed all 13 symbolically against the byte-locked source and confirmed the R1-canonical SGSM EMA defect is genuinely fixed. These are propagation misses.,Propagate the per-phase sign convention to equation_registry.csv E3 and proposed_algorithm.tex:71; correct the E8 row and the stale hashes; correct the supplement's kappa attribution to the shipped coordinate path; narrow S5.2's drift claim to what validate_profile_lock.py actually checks.,None.,None.,Independent.,Completes two remediations that are currently 80% closed.,grep for bare $s$ in the equation surfaces; assert equation_registry E3/E8 match the frozen code; re-read the kappa paragraph against _dt_core.py:4495. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,M6-02; M6-06; M6-07; S13-09; S14-010,REMEDIATION AUDIT FINDING. R-01 and R-02 were reported closed; SE records them as CLOSED INCOMPLETELY. This is exactly what the remediation-verification mandate asked for.
SE-028,19 (consolidated),SE,Moderate,P2,CONFIRMED,claim-scope,"papers/sections/conclusions.tex limitations; papers/sections/introduction.tex; abstract; papers/supplementary.tex:1231-1236, S5.4",limitations enumeration,"The limitations outline miscounts itself, omits the self-initialization asymmetry, and imports a post-hoc class result into the Introduction and Conclusions without its exploratory label.","s3/s14: the text says 'Eleven limitations ... stated in full in S5' but S5.4 enumerates First..Eighth plus one residual (nine) and opens 'Several limitations'; S5.4's claim that the wording was 'moved rather than rewritten' is demonstrably false. s2-4/s14: the self-initialization asymmetry, which the supplement calls 'not separately bounded and most consequential at low dimension' (supplementary.tex:1231-1236), appears in no conclusions limitation, though D=10 feeds the headline aggregate. s10-11/s14: S6.6's explicitly post-hoc by-class analysis is stated in the Introduction and Conclusions without its exploratory label and appears in the Conclusions as a result absent from Section 4; the D50-hybrid favourable lean is dropped.","The limitation set was renumbered without updating the count, and the class result was promoted during a narrative pass.",Section 10.7's robustness-divergence and loss-visibility dispositions; SAP section 11 mandates the exploratory-plus-class-size caveat.,The paper's limitations discipline is one of its genuine strengths; these defects make it look less careful than it is. The class-result promotion is the more substantive half - an unlabelled post-hoc result in the Conclusions.,Fix the count; add the self-initialization asymmetry to the conclusions limitations; label the class analysis exploratory wherever it appears outside S6.6 and carry the class-size caveat; correct the 'moved rather than rewritten' claim.,Remove the class result from the Introduction and Conclusions entirely and leave it in the supplement.,None.,Independent.,Restores the accuracy of the paper's best feature.,Count the enumerated limitations and assert the printed number matches; assert every class-result mention carries the exploratory label. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S3-T07; DS-07; S14-006; S14-009; R2-S10-06; R2-S10-07; W15-08,UPHELD as a consolidated limitations ticket.
SE-029,19 (consolidated),SE,Moderate,P2,CONFIRMED,claim-scope,papers/cover_letter.tex:55 and the cover letter's second paragraph,cover letter headline,"The cover letter states the 2.48 headline without the three qualifiers the abstract carries, and hedges a self-measured fact with a priority phrase.","cover_letter.tex:55 states the rank and 'To our knowledge' but omits the CEC2017 development-exposure scoping, the D=30 second place with the Holm-significant CEC2011 loss to eGSK, and the Nemenyi non-separability - all three of which the abstract carries. 'To our knowledge' attaches a priority hedge to a fact the authors measured themselves. s2-4, s10-11, s14 and s15 all flagged it.",The cover letter was written to the headline and the qualifiers were added to the abstract afterwards.,Gate C requires claims correctly scoped in every reader-facing surface; the cover letter is read by the handling editor first.,"The editor's first impression of the claim is its least qualified statement, in a package whose distinguishing feature is that it qualifies everything. Purely self-inflicted.",Add the three qualifiers to the cover letter in one clause; delete 'To our knowledge' or replace with the accurate scoping ('within the seven-algorithm GSK-family panel evaluated here').,Refer the editor to the abstract for the full qualification.,None.,Cover-letter rebuild.,Aligns the first document the editor reads with the paper's own posture.,Diff the cover letter's claim sentence against the abstract's; assert every abstract qualifier has a cover-letter counterpart. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,DS-05; DS-10; R2-S10-09; S14-028; W15-10,UPHELD. Four seats converged.
SE-030,19 (consolidated),SE,Moderate,P2,CONFIRMED,claim-scope,"papers/sections/introduction.tex:28-32; related_work.tex:299-302, :308-309; Discussion",organising question / thesis,"The paper's organising question and stated gap are ISM-shaped, and the ISM result is the null - so the paper's own framing points at its weakest evidence, while the Discussion never names the leading alternative explanation for the standing.","related_work.tex:299-302 states the bounded gap in ISM terms; introduction.tex:28-32 poses the 'single design question' in the same terms; :308-309 promises Section 4 answers gap closure, but that evidence is the S6.5 null. Meanwhile the strongest measured effect belongs to the coordinate/compass endgame, which no bullet claims (SE-015). s14 separately found the Discussion never names the deterministic-endgame-plus-development-suite-selection explanation.",The narrative was built around ISM before the isolation returned null and was re-scoped at the claim level but not at the framing level.,Section 10.13 names 'contribution framed as a bundle of modules without a clear scientific thesis' as a hard rejection risk; this is its likeliest reviewer form.,This is the most important non-mechanical finding in the review and the hardest to fix. It does not make anything untrue; it makes the paper argue for the thing it disproved. A reviewer asking 'what is the thesis?' currently gets the ISM question as the answer.,Re-frame the organising question around what the evidence supports - dimension-tiered control plus a deterministic budget-exact endgame - and present the ISM null as a bounded negative result within that frame rather than as the question the paper set out to answer. Add a result-free Discussion paragraph naming the deterministic-endgame and development-exposure explanations as alternatives the design does not exclude.,"Retain the current framing and add an explicit paragraph reconciling the question with the null - weaker, but acceptable.",None - this is a writing and framing change only.,Should be decided before SE-015 and SE-021 wording is finalised. Do not polish prose around the current framing until this is settled.,Converts the paper's central structural vulnerability into a coherent thesis.,Read title -> abstract -> introduction -> conclusions as one chain and confirm the organising question matches the supported evidence; confirm the Discussion paragraph is result-free (section 10.9). | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,DS-04; S14-008; S14-029; S18-R1-01; R2-S11-11,"UPHELD. SE regards this as the single most consequential editorial judgement in the review, and rates the seats' Moderate severity correct: it is a framing problem, not a validity problem."
SE-031,19 (consolidated),SE,Moderate,P2,CONFIRMED,production,papers/DT-GSK.docx and papers/supplementary.docx w:pgMar; word/reference.docx; mdpi.cls L975-980,DOCX geometry,"The Word deliverable's page geometry does not match the LaTeX class, giving roughly 9% wider line measure.","s17 read mdpi.cls L975-980 (2.7/2.7/1.8/1.5 cm) against the w:pgMar in both DOCX and word/reference.docx (2.0/2.0/2.5/2.5 cm). s17 also found the back-matter declarations split between 9.0 pt class-styled 'Label:' and 9.9-10.0 pt hand-coded 'Label.'; Word figures rasterised at 219-527 dpi against MDPI's 600 dpi recommendation; and the parity validator emits an unconditional TOC row (L554-558) that is factually false, plus display-equation parity that checks only the equation number and auto-passes unnumbered math (L451-468, 0 PASS / 10 FMT_DIFF).",The reference.docx geometry was never aligned to the class after mdpi.cls was vendored.,"Section 10.12 requires the Word document to reproduce the LaTeX PDF's typography including page geometry and margins, per the Stage 17 T1-T5 procedure.","The scientific content is identical (parity 579 rows / 0 FAIL, re-verified by SE). This is a production-parity defect, and the two validator defects are the more concerning half: an unconditional PASS row is the same 'gate that cannot fail' class that R-07 was raised to eliminate.","Set w:pgMar in reference.docx to the class geometry and rebuild both DOCX; unify the back-matter declaration styling; make the TOC parity row conditional and make display-equation parity compare content, not just numbering.",Record the geometry deviation in word_validation_report.md as a documented deviation (section 10.12 permits this route).,None.,DOCX rebuild after all text edits.,Closes the Gate P production items and removes a validator that cannot fail.,Assert w:pgMar equals the class geometry; assert the parity validator's TOC row is conditional; re-run validate_cross_format_parity and confirm equation rows now measure content. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S17-03; S17-05; S17-06; S17-08; S17-10,UPHELD. The validator findings (S17-05/S17-06) matter more than the margins and should be fixed regardless.
SE-032,19 (consolidated),SE,Moderate,P2,CONFIRMED,production,papers/governance/word_validation_report.md,section 10.12 deviation record,"The mandated Word deviation record is stale in every count, hash and page number, and contains no T1-T5 typographic specification.",s17: the file records 34/32 pp against the shipped 39/61; oMath counts 607/172 against the actual 753/640; TOC 1/1 against the actual 0/0; instructs the author to verify a TOC field that no longer exists; and carries no T1-T5 typographic specification at all.,The report was written at Phase 9 and never regenerated.,Section 10.12's exception clause makes this file the place where a journal-approved fallback is recorded as a deviation - the review is directed to verify that record rather than fail Gate P. The record is unusable.,Gate P cannot be discharged through the sanctioned deviation route because the deviation record does not describe the shipped artifacts.,"Regenerate word_validation_report.md against the shipped DOCX with current counts and hashes, add the T1-T5 typographic specification, and record the SE-031 geometry decision as either fixed or an approved deviation.",None.,None.,Depends on SE-031.,Restores the only sanctioned route to a Gate P pass on the Word deliverable.,Assert every count and hash in the report matches the shipped DOCX; assert a T1-T5 section exists. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S17-04,UPHELD.
SE-033,19 (consolidated),SE,Moderate,P2,CONFIRMED,compliance,"Data Availability statement, papers/main.tex",CN-02,"The availability statement says the artifacts are 'publicly available in the DT-GSK repository' but names no locator, and no repository exists under that name.","s7-12 and s16: no URL, DOI or accession appears in the PDF, supplement or cover letter. The data IS tracked (4,724 + 347 files) and the actual public host is github.com/MostafaMassoud/PhD-Projects, a multi-project workspace; no repository named 'DT-GSK' exists.","The locator is author-side metadata scheduled for submission time, but the descriptive noun phrase was written as though the locator already existed.",Section 11.1 lists a known-false availability statement as an absolute blocker. Section 1.5.4 puts the DOI/archive identifier itself out of scope.,"SE separates the two halves. The MISSING LOCATOR is explicitly out of scope under section 1.5.4 and is NOT a review finding - it goes on the author's upload checklist. The WORDING is in scope: as written it asserts a repository that does not exist, which is a factual error independent of the pending identifier.","Reword to describe what will be deposited and where, without asserting a currently-existing named repository; insert the archive identifier at submission.",State 'will be deposited in a public archive on acceptance; the identifier is supplied at submission'.,None.,Author supplies the locator at upload.,Removes a false statement while respecting the section 1.5.4 scope boundary.,Confirm the revised sentence asserts nothing about a repository that does not exist; confirm the locator slot is present for submission. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,E-05; S16-E-02; S17 upload list,"PARTIALLY UPHELD. s16 raised this as a Gate O blocker on the grounds of the missing URL/DOI; SE REJECTS that half - section 1.5.4 says 'raise no ticket, fail no gate' on submission metadata. SE upholds only the wording half, at Moderate."
SE-034,19 (consolidated),SE,Moderate,P2,CONFIRMED,citation,printed bibliography reference 27; references.bib,DOI integrity,"A printed DOI is dead, and two bibliography entries print dangling self-references.","s16 queried 51 DOIs: 49 resolve, 0 retractions or expressions of concern. Reference 27 prints doi:10.1137/S0036144502428893, which 404s at Crossref and at the DOI handle API; the correct DOI is 10.1137/S003614450242889 (verified resolving). Uncited zhou2021iade is likewise dead. s5 separately found refs 34 (Holm) and 37 (Demsar) print 'JSTOR record above' / 'URL above' in the note field while the MDPI .bst suppresses url - dangling in all four artifacts.","A transcription error in one DOI; note fields written for a .bst that prints url, then rendered by one that does not.",Gate E requires verified sources; a dead DOI in a printed bibliography is a copy-editing failure that MDPI production will catch.,No citation is to a wrong document. Purely mechanical.,Correct the reference-27 DOI; remove or rewrite the two dangling note fields so they are self-contained.,None.,None.,Bibliography rebuild; do with SE-023.,Clears the mechanical citation defects.,Re-query every printed DOI against the handle API and assert all resolve; assert no note field references content the .bst suppresses. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S16-E-04; L-02,UPHELD. s16's full 51-DOI sweep with 0 retractions is a positive result worth preserving.
SE-035,19 (consolidated),SE,Moderate,P2,CONFIRMED,ethics,papers/governance/decision_log.md:358-360 (D-0012); AG-0001/0003/0004/0007 register rows; docs/LICENSES.md,AG register,"The manuscript asserts author confirmation of several administrative items whose register rows remain UNCONFIRMED, and two licence items remain open while the manuscript states the licence position as settled.","s16: main.tex:255-258/:275-276 assert the GenAI tool was 'author-confirmed 2026-07-13' while decision_log.md:358-360 (D-0012, same date) records the GenAI version as 'NOT decided ... remain open' and AG-0007 as still open; the same pattern holds for funding, COI wording and the CRediT split (AG-0001/0003/0004). docs/LICENSES.md 'Before publication' items 1 and 3 remain open while main.tex:246-252 states the licence position as settled; fdb_agsk.py:1, the only third-party-authored comparator, ships with no source attribution where egsk.py:1-8 does it correctly.",The register was not updated when the confirmations were given.,Gate O requires truthful declarations and an auditable confirmation trail.,"SE notes section 1.5.4 states these items ARE author-confirmed as of 2026-07-13 and directs that they not be reported as unresolved. So no manuscript statement is false. What remains is a record-keeping inconsistency, plus the genuinely open fdb_agsk.py attribution.",Close the AG register rows with the confirmation dates; close or restate the two LICENSES items; add a source-attribution header to fdb_agsk.py matching egsk.py's pattern.,None.,None.,Independent.,Makes the confirmation trail auditable and fixes the one real attribution gap.,Assert every AG row referenced by a manuscript 'author-confirmed' statement is closed with a date; confirm fdb_agsk.py carries attribution.,open,S16-AI-03; S16-E-01; S16-E-07,"PARTIALLY UPHELD, DOWNGRADED from Major to Moderate. Section 1.5.4 explicitly forecloses treating these as unresolved; the residue is register hygiene. The fdb_agsk.py attribution gap is the one substantive item and is genuinely open."
SE-036,19 (consolidated),SE,Moderate,P2,CONFIRMED,writing,whole manuscript; papers/sections/performance.tex and supplementary.tex,section 10.17.5,"R-13 (sentence de-packing) was closed after touching two paragraphs; 98 sentences over 55 words and 35 with two or more semicolons remain, alongside repeated boilerplate and transparency meta-clauses.","s15: git diff abd2fa2f2~1 shows R-13 touched only two paragraphs; the longest remaining main-text sentence is 106 words; ~16 transparency meta-clauses ('discussed rather than skipped', 'disclosed up front', 'labeled honestly', 'transparently' twice in a two-page cover letter); the rank-biserial definition appears twice inside one paragraph (performance.tex:209-213 and :227-231); one caption sentence repeats across 16 supplement captions; the C1 mechanism has nine reader-facing names and the title's 'Deterministic Refinement' never recurs in the body.",The de-packing pass was scoped to the two paragraphs named in the ticket.,"Section 10.17.5 mandates a whole-document pass, not a spot check.",s15's headline finding is that the canonical AI tells are absent (0 occurrences of Moreover/Furthermore/Additionally/Notably/delve/leverage/crucial role/paves the way/comprehensive/remarkably across the package) - the de-formulaic work succeeded. What remains is human prose with measurable tics. No fact is at risk.,Complete the de-packing across the flagged sentences; delete the transparency framing while keeping every disclosure; consolidate the duplicated rank-biserial definition; fix the caption boilerplate; settle on one name for the C1 mechanism and use the title's term in the body.,Prioritise the duplicated definition and the C1 naming; the long sentences can be deferred as accepted risk if time is short.,None.,"Do AFTER SE-001, SE-007, SE-030 - do not polish prose around claims that may change.",Raises Gate N from pass-with-corrections to clean.,"Re-run the sentence-length and semicolon census; assert one name for C1 in title, abstract and body; assert the rank-biserial definition appears once. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.",resolved,W15-02; W15-03; W15-04; W15-05; W15-07; W15-12; W15-13,UPHELD at Moderate. R-13 recorded as CLOSED INCOMPLETELY. SE endorses s15's explicit warning against false AI-detection flags on sound expert writing (section 10.17.1).
SE-037,19 (consolidated),SE,Minor,P3,CONFIRMED,compliance,papers/cover_letter.md:22,R-09 residue,The Markdown working copy of the cover letter retains the withdrawn byte-stability over-claim that R-09 removed from the LaTeX source and the PDF.,"SE diffed the two: cover_letter.tex:55 correctly reads 'evaluated under a release-locked protocol, with byte-stable determinism for DT-GSK in the declared supported environment'; cover_letter.md:22 still reads 'evaluated under a byte-stable, release-locked protocol'. validate_document_consistency passes because it never compares that sentence.",The .md was not regenerated when the .tex was narrowed.,Consistency of the repository the availability statement points at.,"The SHIPPED artifact (cover_letter.pdf, built from .tex) is correct. The .md is a non-shipped working copy.",Regenerate or hand-sync cover_letter.md from cover_letter.tex; add the sentence to the consistency validator.,Delete cover_letter.md if it is not a deliverable.,None.,None.,Removes a withdrawn claim from the public repository.,Assert the .md and .tex claim sentences agree. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S3-T06; S8-09,"UPHELD IN FACT, SEVERITY REDUCED from Major (s8) to Minor. The rendered deliverable is correct; s8's Major rating over-weights a non-shipped source file. s3's Minor rating was correct."
SE-038,19 (consolidated),SE,Minor,P3,CONFIRMED,reproducibility,"papers/supplementary.tex:6, :1780",R-06 residue,Two LaTeX comments still name the superseded 2026-07-16 release.,"SE read both lines: :6 is '%% evidence release rel-2026-07-16-78f075cb0.' and :1780 is a '%' comment. Lines 1086/1106/1107 are legitimate historical provenance prose describing the supersession chain; lines 1111/1120/1713 correctly name rel-2026-07-20-67d9345f9 as current, and PDF p.44 renders correctly.",The header comment was not updated with the body.,Repository hygiene only.,"Zero - a LaTeX comment renders nothing. The provenance gate strips comments by design, which is correct behaviour, not a gate hole.",Update the two comments.,Leave them; they are inert.,None.,None.,Removes a source-level inconsistency an auditor could misread.,grep rel-2026-07-16 in papers/supplementary.tex returns only historical-prose contexts. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S01-008; E-11; S14-022,"UPHELD as Editorial. SE confirms R-06 was CORRECTLY AND COMPLETELY CLOSED at the rendered layer, which is what R-06 covered. Three seats correctly rated this Minor/P3."
SE-039,19 (consolidated),SE,Minor,P3,CONFIRMED,exhibit,papers/main.tex:186-200 \supplementary{}; supplement numbering,supplement cross-references,"The supplementary listing omits S6.6 and S6.7, both cited by the main text, and the supplement uses three numbering prefixes.","s14/s0-1: \supplementary{} (main.tex:186-200) omits S6.6 and S6.7, cited at PDF p.3, p.32 and p.33. s13/s14: the supplement uses S for sections, A for tables and B for figures; Table A14 typesets on p.11 before A10-A13 on pp.12-15.",The listing was written before S6.6/S6.7 existed under those numbers.,Gate M requires bound exhibits and resolvable cross-references.,A reader following a pointer to S6.6 finds it absent from the listing.,Add S6.6 and S6.7 to \supplementary{}; either unify the prefixes or state the convention once; fix the A14 float placement.,State the three-prefix convention explicitly in the supplement preamble.,None.,Supplement rebuild.,Removes navigation defects.,Assert every S/A/B identifier cited in the main text appears in the supplementary listing and typesets in order. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S01-010; S13-10; S13-21; S14-021,UPHELD.
SE-040,19 (consolidated),SE,Minor,P3,CONFIRMED,evidence,papers/governance/main_manuscript_freeze_manifest.json docx_note; _pending_refreeze.json; papers/governance/environment attestation,freeze record hygiene,The freeze record self-contradicts after its final amendment and the environment attestation is stale.,"s0-1: docx_note says the DOCX was 'not re-emitted this pass' in the same commit that changed DT-GSK.docx; parity is attested as 578 rows while the shipped build yields 579 (SE re-ran: 579, FAIL=0); _pending_refreeze.json records R-03 'rebuild pending' and carries no ledger entry for 45248eb31. s7-12: the environment attestation records commit c11fc86fe with dirty:true and 474 tests against 488 collected; _pending_refreeze.json is CLOSED while R-13 reads 'partially DONE' (which SE-036 confirms is accurate).",The amendment updated hashes but not the narrative fields.,Section 10.1 requires governance artifacts be internally consistent.,No scientific impact; it undercuts the freeze record's authority at exactly the point SE-003 is already weak.,"Correct docx_note, the parity count and the pending-refreeze status; re-run and re-record the environment attestation from a clean tree.",None.,One clean test-suite run.,Do with SE-003 as part of the final re-freeze.,Makes the freeze record self-consistent.,Assert docx_note matches the commit's actual file changes; assert the recorded parity row count equals the validator's output. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S01-007; E-08; E-14,UPHELD.
SE-041,19 (consolidated),SE,Minor,P3,CONFIRMED,claim-scope,"papers/governance/claims_evidence_matrix.csv rows CL-01, CL-02, HL-01, RS-08, AB-02",frozen claims matrix,"Five claims-matrix rows are stale, including two that still authorise retired claims.",s3: CL-02 still authorises the retired 'first GSK-family variant' priority claim and the retired byte-stability wording; CL-01 and HL-01 still say C1-C4 (HL-01 also specifies non-existent Highlights with ISM as bullet 1); RS-08 still names A12/Cliff's delta as tabulated; AB-02 calls S6.5 a 'CEC2013 hold-out'.,The matrix was frozen before the C4->C3 contraction (R-08) and the M-027 effect-size migration.,Section 10.1 requires every publishable claim to have a matrix row that resolves; the matrix is the CLAIM_EVIDENCE_MATRIX binding.,"No retired claim appears in the manuscript - SE confirms R-08 was correctly closed and the priority claim is gone. The matrix authorises more than the paper says, which is the safe direction, but it means the matrix cannot be used to audit the paper.",Update the five rows to the shipped contribution set and effect-size choice; remove the Highlights row or mark it not-applicable.,Mark the matrix historical and generate a current one.,None.,Depends on SE-001 (effect-size decision).,Restores the matrix as a usable audit instrument.,Assert every matrix row resolves to a sentence that exists in the shipped manuscript. | CLOSED 2026-07-23: remediated across the thirteen freeze_statement passes / PAPER_REVIEW_PROMPT.md layers 1.5.0-D..H and verified by the twelve-gate sweep (check_manifest 15/15); see papers/governance/main_manuscript_freeze_manifest.json freeze_statement.,resolved,S3-T09,UPHELD.
